14316,571.4,493.9
14317,571.0,493.9
14318,570.7,493.9
14319,570.4,493.9
14320,570.3,493.9
14321,570.3,493.9
14322,570.4,493.9
14323,570.4,493.3
14324,570.5,493.0
14325,570.3,492.8
14326,570.2,492.8
14327,570.1,492.9
14328,569.8,492.9
14329,569.8,492.6
14330,570.0,492.4
14331,570.0,492.4
14332,570.1,492.4
14333,570.1,492.4
14334,569.9,492.4
14335,569.6,492.4
14336,569.7,492.1
14337,569.8,491.9
14338,569.9,491.9
14339,570.0,491.9
14340,569.8,491.9
14341,569.7,491.9
14342,569.7,491.9
14343,569.9,491.6
14344,570.2,491.4
14345,570.4,491.4
14346,570.5,491.4
14347,570.6,491.4
14348,570.7,491.4
14349,570.8,491.4
14350,571.0,491.4
14351,571.1,491.4
14352,571.4,491.4
14353,571.2,491.1
14354,570.9,491.0
14355,570.3,490.9
14356,569.5,490.9
14357,568.8,490.9
14358,568.1,490.9
14359,567.5,490.9
14360,567.0,490.9
14361,566.5,490.9
14362,566.0,490.9
14363,565.8,490.3
14364,566.0,490.0
14365,566.2,489.8
14366,566.2,489.8
14367,566.2,489.9
14368,566.1,489.9
14369,566.0,489.9
14370,565.9,489.9
14371,566.0,489.9
14372,566.0,489.9
14373,566.0,489.9
14374,566.0,489.9
14375,566.4,489.9
14376,566.8,489.9
14377,567.1,489.9
14378,567.2,489.9
14379,567.2,489.9
14380,567.2,489.9
14381,567.1,489.9
14382,567.0,489.9
14383,567.0,489.9
14384,567.0,489.9
14385,567.0,489.9
14386,567.0,489.9
14387,567.4,489.9
14388,567.9,489.3
14389,568.5,489.0
14390,568.8,488.8
14391,568.7,488.8
14392,568.5,488.9
14393,568.2,488.9
14394,568.0,488.9
14395,568.0,488.9
14396,568.0,488.9
14397,568.0,488.9
14398,568.0,488.9
14399,568.0,488.9
14400,568.4,488.9
14401,568.8,488.9
14402,569.1,488.9
14403,569.2,488.9
14404,569.2,488.9
14405,569.2,488.9
14406,569.1,488.9
14407,569.0,488.9
14408,569.0,488.9
14409,569.0,488.9
14410,569.0,488.9
14411,569.0,488.9
14412,569.4,488.9
14413,569.8,488.9
14414,570.1,488.9
14415,570.2,488.9
14416,570.2,488.9
14417,570.2,488.9
14418,570.1,488.9
14419,570.0,488.9
14420,570.4,488.9
14421,570.8,488.9
14422,571.1,488.9
14423,571.2,488.9
14424,571.2,488.9
14425,571.2,488.9
14426,571.1,488.9
14427,571.4,488.9
14428,571.8,488.9
14429,572.1,488.9
14430,572.2,488.9
14431,572.2,488.9
14432,572.2,488.9
14433,572.1,488.9
14434,572.0,488.9
14435,572.4,488.9
14436,572.8,488.9
14437,573.1,488.9
14438,573.2,488.9
14439,573.2,488.9
14440,573.2,488.9
14441,573.1,488.9
14442,573.4,488.9
14443,573.9,488.6
14444,574.3,488.4
14445,574.5,488.4
14446,574.5,488.1
14447,574.5,487.9
14448,574.4,487.9
14449,574.4,487.6
14450,574.4,487.4
14451,574.3,487.4
14452,574.5,487.4
14453,574.7,486.8
14454,575.0,486.5
14455,575.2,486.3
14456,575.1,486.3
14457,574.9,486.4
14458,574.7,486.4
14459,574.5,486.4
14460,574.5,486.4
14461,574.5,486.4
14462,574.9,486.4
14463,575.3,486.4
14464,575.6,486.4
14465,575.7,486.4
14466,575.7,486.4
14467,575.7,486.4
14468,575.6,486.4
14469,575.6,486.4
14470,575.5,486.4
14471,575.5,486.4
14472,575.9,486.4
14473,575.9,486.4
14474,575.8,486.4
14475,575.7,486.4
14476,575.5,486.4
14477,575.5,486.4
14478,575.5,486.4
14479,575.5,486.4
14480,575.5,486.4
14481,575.5,486.4
14482,575.5,486.4
14483,575.1,486.4
14484,574.7,486.4
14485,574.4,486.4
14486,574.3,486.4
14487,574.3,486.4
14488,574.4,486.4
14489,574.4,486.4
14490,574.5,486.4
14491,574.5,486.4
14492,574.5,486.4
14493,574.1,486.4
14494,581.5,490.9
14495,581.4,490.9
14496,581.0,490.9
14497,580.6,490.9
14498,580.4,490.9
14499,580.3,490.9
14500,580.3,490.9
14501,580.0,490.9
14502,579.7,490.9
14503,579.4,490.9
14504,579.3,490.9
14505,579.3,490.9
14506,579.0,490.9
14507,578.7,490.9
14508,578.4,490.9
14509,578.3,490.9
14510,578.3,491.2
14511,577.8,491.4
14512,577.4,491.5
14513,577.2,491.5
14514,577.2,491.5
14515,577.2,491.7
14516,577.0,491.9
14517,576.8,492.0
14518,576.7,492.0
14519,576.8,491.9
14520,576.8,492.2
14521,576.8,492.4
14522,576.7,492.5
14523,576.8,492.5
14524,576.9,492.4
14525,576.9,492.7
14526,576.5,492.6
14527,576.2,492.5
14528,576.1,492.1
14529,575.9,491.9
14530,575.8,491.9
14531,575.5,491.6
14532,575.1,491.4
14533,574.8,491.1
14534,574.7,490.9
14535,574.7,490.9
14536,574.3,490.6
14537,573.9,490.4
14538,573.7,490.4
14539,573.5,490.4
14540,573.4,490.4
14541,573.0,490.4
14542,572.6,490.4
14543,572.4,490.4
14544,572.3,490.4
14545,572.3,490.4
14546,572.0,490.4
14547,571.6,490.4
14548,571.4,490.4
14549,571.2,490.7
14550,571.1,490.9
14551,570.9,491.0
14552,570.7,491.3
14553,570.6,491.4
14554,570.6,491.5
14555,570.6,491.8
14556,570.6,491.9
14557,570.7,492.0
14558,570.8,492.0
14559,570.9,491.9
14560,571.0,491.9
14561,571.0,491.9
14562,571.0,491.9
14563,571.0,491.9
14564,571.0,491.9
14565,571.0,491.9
14566,570.6,491.9
14567,570.2,491.9
14568,569.9,491.9
14569,569.8,491.9
14570,569.8,491.9
14571,569.5,491.9
14572,569.1,491.9
14573,568.9,491.9
14574,568.8,491.9
14575,568.8,491.9
14576,568.5,491.9
14577,568.1,491.9
14578,567.9,491.9
14579,567.8,491.9
14580,567.8,491.9
14581,567.5,491.9
14582,567.1,491.9
14583,566.9,491.9
14584,566.8,491.9
14585,566.8,491.9
14586,566.5,491.6
14587,566.3,491.4
14588,566.0,491.4
14589,565.6,491.4
14590,565.2,491.4
14591,564.7,491.4
14592,564.4,491.4
14593,564.2,491.4
14594,563.8,491.4
14595,563.5,491.4
14596,563.3,491.4
14597,563.0,491.4
14598,562.7,491.4
14599,562.4,491.4
14600,562.1,491.4
14601,561.8,491.4
14602,561.6,491.4
14603,561.2,491.4
14604,560.9,491.4
14605,560.7,491.4
14606,560.5,490.8
14607,560.4,490.5
14608,560.3,490.3
14609,559.8,490.3
14610,559.3,490.4
14611,558.8,490.4
14612,558.3,490.4
14613,557.9,490.4
14614,557.7,490.4
14615,557.7,490.4
14616,557.6,490.1
14617,557.6,489.9
14618,557.6,489.9
14619,557.6,489.9
14620,557.5,489.9
14621,557.5,489.6
14622,557.6,489.4
14623,557.7,489.4
14624,557.7,489.4
14625,557.6,489.4
14626,557.6,489.1
14627,557.7,488.9
14628,557.7,488.9
14629,557.7,488.9
14630,557.6,488.9
14631,557.6,488.6
14632,557.7,488.4
14633,557.7,488.4
14634,557.7,488.4
14635,557.6,488.4
14636,557.3,488.4
14637,557.1,488.4
14638,556.9,488.4
14639,556.8,488.4
14640,556.8,488.7
14641,556.7,488.9
14642,556.7,489.0
14643,556.7,489.0
14644,556.8,488.9
14645,556.9,489.2
14646,556.8,489.1
14647,556.9,489.0
14648,557.0,488.9
14649,557.1,488.9
14650,557.1,488.9
14651,557.0,488.9
14652,557.2,488.9
14653,557.4,488.9
14654,557.5,488.9
14655,557.8,488.9
14656,558.0,488.6
14657,558.3,488.4
14658,558.4,488.4
14659,558.5,488.4
14660,558.6,488.4
14661,558.6,488.4
14662,558.6,488.4
14663,558.6,488.4
14664,558.5,488.4
14665,558.9,488.4
14666,559.3,488.4
14667,559.6,488.4
14668,559.7,488.4
14669,559.7,488.4
