960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
960.5,538.5
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1753.0,288.0
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1179.5,485.5
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
1325.0,490.0
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
922.0,483.5
748.5,521.0
748.0,521.0
748.0,521.5
747.5,521.5
748.0,522.0
748.0,522.0
747.5,522.5
748.0,522.5
747.5,523.0
747.5,523.0
748.0,523.5
747.5,523.5
747.0,523.5
746.5,523.5
746.5,524.0
746.5,524.0
746.0,524.0
746.0,524.5
745.5,524.5
745.0,524.5
705.5,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
705.0,544.5
751.5,495.5
750.5,494.5
750.5,494.5
750.5,494.5
750.5,494.5
749.5,494.5
749.5,494.5
749.5,494.5
749.5,494.5
748.5,494.5
748.5,494.5
748.5,494.5
748.5,494.5
747.5,494.5
747.5,494.5
747.5,494.5
747.5,494.5
746.5,494.5
746.5,494.5
746.5,494.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
861.0,510.5
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
823.5,506.0
396.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
395.5,498.0
675.5,498.0
675.5,498.0
675.5,498.0
675.5,498.0
675.5,498.0
675.5,498.0
675.5,498.0
675.5,498.0
675.5,498.0
675.5,498.0
675.5,498.0
675.5,498.0
674.5,498.0
674.5,498.0
674.5,498.0
674.5,498.0
674.5,498.0
674.5,498.0
674.5,498.0
674.5,498.0
703.0,495.5
703.5,495.5
704.5,495.5
705.5,495.5
706.5,495.5
708.0,495.5
708.5,495.5
709.5,495.5
710.5,495.5
711.5,495.5
713.0,496.0
712.0,495.5
712.0,495.5
712.0,495.5
712.0,495.5
712.0,495.5
712.0,495.5
712.0,495.5
712.0,495.5
712.0,495.5
722.5,506.5
722.0,505.5
722.0,505.5
722.0,505.5
722.0,505.5
722.0,505.5
722.0,505.5
722.0,505.5
722.0,505.5
722.0,505.5
721.5,505.5
721.5,505.5
721.5,505.5
721.5,505.5
721.5,505.5
721.5,505.5
721.5,505.5
721.5,505.5
721.5,505.5
721.5,505.5
749.5,527.0
748.5,526.5
748.5,526.5
748.5,526.5
748.5,526.5
748.5,526.5
748.5,527.0
748.5,527.0
748.5,527.0
748.5,527.0
748.5,527.0
748.5,527.0
748.5,527.5
748.5,527.5
748.5,527.5
748.5,527.5
748.5,527.5
748.5,527.5
748.5,528.0
748.5,528.0
924.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
923.0,472.5
748.5,539.0
748.5,539.0
748.5,539.5
748.5,540.0
748.5,540.0
748.5,540.5
748.5,541.0
748.5,541.0
748.5,541.5
748.5,542.0
749.0,542.5
748.0,542.5
747.0,543.5
746.0,543.5
746.0,544.5
745.0,544.5
744.0,545.5
744.0,545.5
743.0,546.5
742.0,546.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
702.0,567.5
994.5,486.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
994.5,485.5
1013.0,484.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
1012.0,483.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
789.5,495.5
